user_id,transaction_month,transaction_year,category,account_type,acquisition_channel,state,transaction_count,total_spend,avg_transaction_amount,largest_transaction
U0013,2023-05,2023,shopping,savings,paid_search,ma,1,245.47,245.47,245.47
U0013,2023-07,2023,utilities,savings,paid_search,ma,1,492.64,492.64,492.64
U0013,2023-08,2023,entertainment,savings,paid_search,ma,1,183.33,183.33,183.33
U0013,2023-08,2023,travel,savings,paid_search,ma,1,475.03,475.03,475.03
U0013,2023-10,2023,food & dining,savings,paid_search,ma,1,260.49,260.49,260.49
U0013,2023-10,2023,travel,savings,paid_search,ma,1,93.06,93.06,93.06
U0013,2024-03,2024,healthcare,savings,paid_search,ma,1,281.12,281.12,281.12
U0013,2024-05,2024,utilities,savings,paid_search,ma,1,459.87,459.87,459.87
U0013,2024-07,2024,food & dining,savings,paid_search,ma,1,21.07,21.07,21.07
U0013,2024-08,2024,healthcare,savings,paid_search,ma,1,337.92,337.92,337.92
U0013,2024-08,2024,transfer,savings,paid_search,ma,1,1000.05,1000.05,1000.05
U0013,2024-08,2024,travel,savings,paid_search,ma,1,320.64,320.64,320.64
U0013,2024-10,2024,entertainment,savings,paid_search,ma,1,101.74,101.74,101.74
U0013,2024-12,2024,healthcare,savings,paid_search,ma,1,456.69,456.69,456.69
U0014,2023-01,2023,travel,savings,paid_social,tx,1,109.96,109.96,109.96
U0014,2023-08,2023,entertainment,savings,paid_social,tx,1,163.48,163.48,163.48
U0014,2023-08,2023,shopping,savings,paid_social,tx,1,258.13,258.13,258.13
U0014,2023-08,2023,utilities,savings,paid_social,tx,1,119.26,119.26,119.26
U0014,2023-10,2023,food & dining,savings,paid_social,tx,2,370.99,185.5,352.47
U0014,2023-11,2023,food & dining,savings,paid_social,tx,1,460.72,460.72,460.72
U0014,2023-11,2023,healthcare,savings,paid_social,tx,1,6.92,6.92,6.92
U0014,2023-11,2023,travel,savings,paid_social,tx,1,495.08,495.08,495.08
U0014,2023-11,2023,utilities,savings,paid_social,tx,1,136.68,136.68,136.68
U0014,2023-12,2023,healthcare,savings,paid_social,tx,1,448.92,448.92,448.92
U0014,2024-01,2024,food & dining,savings,paid_social,tx,1,14.05,14.05,14.05
U0014,2024-02,2024,food & dining,savings,paid_social,tx,2,564.94,282.47,323.7
U0014,2024-03,2024,shopping,savings,paid_social,tx,1,247.64,247.64,247.64
U0014,2024-06,2024,transfer,savings,paid_social,tx,1,160.64,160.64,160.64
U0014,2024-08,2024,travel,savings,paid_social,tx,1,349.96,349.96,349.96
U0014,2024-08,2024,utilities,savings,paid_social,tx,1,158.2,158.2,158.2
U0014,2024-09,2024,utilities,savings,paid_social,tx,1,218.66,218.66,218.66
U0014,2024-10,2024,entertainment,savings,paid_social,tx,1,281.28,281.28,281.28
U0014,2024-10,2024,transfer,savings,paid_social,tx,1,1043.67,1043.67,1043.67
U0014,2024-11,2024,shopping,savings,paid_social,tx,1,499.7,499.7,499.7
U0015,2023-01,2023,utilities,premium,referral,ny,1,204.54,204.54,204.54
U0015,2023-04,2023,entertainment,premium,referral,ny,1,249.23,249.23,249.23
U0015,2023-07,2023,healthcare,premium,referral,ny,1,87.17,87.17,87.17
U0015,2024-01,2024,healthcare,premium,referral,ny,1,356.86,356.86,356.86
U0015,2024-01,2024,travel,premium,referral,ny,1,433.37,433.37,433.37
U0015,2024-01,2024,utilities,premium,referral,ny,1,389.77,389.77,389.77
U0015,2024-02,2024,food & dining,premium,referral,ny,1,59.26,59.26,59.26
U0015,2024-04,2024,food & dining,premium,referral,ny,1,280.04,280.04,280.04
U0015,2024-04,2024,transfer,premium,referral,ny,1,634.58,634.58,634.58
U0015,2024-04,2024,travel,premium,referral,ny,1,151.02,151.02,151.02
U0015,2024-04,2024,utilities,premium,referral,ny,1,374.59,374.59,374.59
U0015,2024-05,2024,travel,premium,referral,ny,1,180.87,180.87,180.87
U0015,2024-06,2024,entertainment,premium,referral,ny,1,339.03,339.03,339.03
U0015,2024-06,2024,food & dining,premium,referral,ny,1,376.04,376.04,376.04
U0015,2024-06,2024,healthcare,premium,referral,ny,1,466.14,466.14,466.14
U0015,2024-06,2024,shopping,premium,referral,ny,1,17.72,17.72,17.72
U0015,2024-07,2024,healthcare,premium,referral,ny,1,136.47,136.47,136.47
U0015,2024-07,2024,travel,premium,referral,ny,1,10.65,10.65,10.65
U0015,2024-08,2024,entertainment,premium,referral,ny,1,39.81,39.81,39.81
U0015,2024-08,2024,healthcare,premium,referral,ny,1,353.83,353.83,353.83
U0015,2024-08,2024,travel,premium,referral,ny,1,90.78,90.78,90.78
U0015,2024-09,2024,entertainment,premium,referral,ny,1,440.4,440.4,440.4
U0015,2024-09,2024,food & dining,premium,referral,ny,1,47.79,47.79,47.79
U0015,2024-10,2024,entertainment,premium,referral,ny,1,153.98,153.98,153.98
U0015,2024-12,2024,food & dining,premium,referral,ny,1,172.8,172.8,172.8
U0015,2024-12,2024,healthcare,premium,referral,ny,1,369.13,369.13,369.13
U0016,2023-02,2023,healthcare,savings,paid_search,tx,1,461.44,461.44,461.44
U0016,2023-02,2023,travel,savings,paid_search,tx,1,187.47,187.47,187.47
U0016,2023-03,2023,entertainment,savings,paid_search,tx,1,342.53,342.53,342.53
U0016,2023-03,2023,utilities,savings,paid_search,tx,1,399.15,399.15,399.15
U0016,2023-04,2023,healthcare,savings,paid_search,tx,1,442.62,442.62,442.62
U0016,2023-06,2023,utilities,savings,paid_search,tx,1,119.8,119.8,119.8
U0016,2023-07,2023,healthcare,savings,paid_search,tx,1,489.25,489.25,489.25
U0016,2023-10,2023,shopping,savings,paid_search,tx,1,284.48,284.48,284.48
U0016,2023-11,2023,food & dining,savings,paid_search,tx,1,268.38,268.38,268.38
U0016,2024-02,2024,travel,savings,paid_search,tx,1,325.76,325.76,325.76
U0016,2024-04,2024,healthcare,savings,paid_search,tx,1,462.12,462.12,462.12
U0016,2024-04,2024,transfer,savings,paid_search,tx,1,1739.38,1739.38,1739.38
U0016,2024-06,2024,transfer,savings,paid_search,tx,1,614.39,614.39,614.39
U0016,2024-08,2024,transfer,savings,paid_search,tx,1,39.01,39.01,39.01
U0016,2024-08,2024,utilities,savings,paid_search,tx,1,123.03,123.03,123.03
U0016,2024-09,2024,food & dining,savings,paid_search,tx,1,396.61,396.61,396.61
U0016,2024-10,2024,entertainment,savings,paid_search,tx,1,303.79,303.79,303.79
U0016,2024-11,2024,utilities,savings,paid_search,tx,1,155.76,155.76,155.76
U0017,2023-03,2023,transfer,checking,paid_social,ga,1,1652.26,1652.26,1652.26
U0017,2023-05,2023,travel,checking,paid_social,ga,1,224.22,224.22,224.22
U0017,2023-09,2023,healthcare,checking,paid_social,ga,1,242.3,242.3,242.3
U0017,2023-09,2023,utilities,checking,paid_social,ga,1,84.16,84.16,84.16
U0017,2023-10,2023,transfer,checking,paid_social,ga,1,1559.87,1559.87,1559.87
U0017,2023-11,2023,transfer,checking,paid_social,ga,1,671.32,671.32,671.32
U0017,2023-12,2023,utilities,checking,paid_social,ga,1,380.1,380.1,380.1
U0017,2024-03,2024,travel,checking,paid_social,ga,1,340.36,340.36,340.36
U0017,2024-04,2024,food & dining,checking,paid_social,ga,1,186.28,186.28,186.28
U0017,2024-05,2024,food & dining,checking,paid_social,ga,1,115.84,115.84,115.84
U0017,2024-06,2024,healthcare,checking,paid_social,ga,1,215.01,215.01,215.01
U0017,2024-08,2024,shopping,checking,paid_social,ga,1,295.2,295.2,295.2
U0017,2024-08,2024,utilities,checking,paid_social,ga,1,204.94,204.94,204.94
U0017,2024-09,2024,healthcare,checking,paid_social,ga,1,194.98,194.98,194.98
U0017,2024-10,2024,healthcare,checking,paid_social,ga,1,388.49,388.49,388.49
U0017,2024-10,2024,shopping,checking,paid_social,ga,1,462.65,462.65,462.65
U0017,2024-10,2024,utilities,checking,paid_social,ga,1,495.08,495.08,495.08
U0017,2024-12,2024,travel,checking,paid_social,ga,1,206.34,206.34,206.34
U0018,2023-01,2023,shopping,checking,paid_social,fl,1,9.57,9.57,9.57
U0018,2023-02,2023,healthcare,checking,paid_social,fl,1,475.39,475.39,475.39
U0018,2023-02,2023,transfer,checking,paid_social,fl,1,1337.23,1337.23,1337.23
U0018,2023-04,2023,travel,checking,paid_social,fl,1,44.24,44.24,44.24
U0018,2023-06,2023,healthcare,checking,paid_social,fl,1,147.8,147.8,147.8
U0018,2023-06,2023,utilities,checking,paid_social,fl,1,419.15,419.15,419.15
U0018,2023-07,2023,travel,checking,paid_social,fl,1,88.55,88.55,88.55
U0018,2023-10,2023,entertainment,checking,paid_social,fl,1,97.54,97.54,97.54
U0018,2023-11,2023,entertainment,checking,paid_social,fl,1,135.97,135.97,135.97
U0018,2023-11,2023,transfer,checking,paid_social,fl,1,282.65,282.65,282.65
U0018,2023-12,2023,travel,checking,paid_social,fl,1,203.7,203.7,203.7
U0018,2024-01,2024,food & dining,checking,paid_social,fl,1,28.79,28.79,28.79
U0018,2024-01,2024,shopping,checking,paid_social,fl,1,55.9,55.9,55.9
U0018,2024-04,2024,travel,checking,paid_social,fl,1,62.96,62.96,62.96
U0018,2024-05,2024,healthcare,checking,paid_social,fl,1,101.44,101.44,101.44
U0018,2024-06,2024,utilities,checking,paid_social,fl,1,164.84,164.84,164.84
U0018,2024-08,2024,shopping,checking,paid_social,fl,1,448.17,448.17,448.17
U0018,2024-09,2024,healthcare,checking,paid_social,fl,1,487.39,487.39,487.39
U0018,2024-11,2024,travel,checking,paid_social,fl,1,340.61,340.61,340.61
U0019,2023-03,2023,healthcare,premium,paid_social,fl,1,293.06,293.06,293.06
U0019,2023-03,2023,utilities,premium,paid_social,fl,1,88.69,88.69,88.69
U0019,2023-07,2023,food & dining,premium,paid_social,fl,1,87.69,87.69,87.69
U0019,2023-08,2023,utilities,premium,paid_social,fl,1,136.03,136.03,136.03
U0019,2023-10,2023,food & dining,premium,paid_social,fl,1,220.9,220.9,220.9
U0019,2023-10,2023,utilities,premium,paid_social,fl,1,91.55,91.55,91.55
U0019,2023-11,2023,shopping,premium,paid_social,fl,2,512.2,256.1,478.38
U0019,2023-11,2023,transfer,premium,paid_social,fl,1,888.4,888.4,888.4
U0019,2023-12,2023,entertainment,premium,paid_social,fl,1,492.85,492.85,492.85
U0019,2024-02,2024,healthcare,premium,paid_social,fl,1,247.86,247.86,247.86
U0019,2024-02,2024,transfer,premium,paid_social,fl,1,1909.26,1909.26,1909.26
U0019,2024-04,2024,travel,premium,paid_social,fl,2,546.33,273.17,489.22
U0019,2024-05,2024,food & dining,premium,paid_social,fl,1,413.0,413.0,413.0
U0019,2024-07,2024,entertainment,premium,paid_social,fl,1,262.59,262.59,262.59
U0019,2024-09,2024,food & dining,premium,paid_social,fl,1,344.51,344.51,344.51
U0020,2023-02,2023,entertainment,premium,paid_search,ma,1,479.61,479.61,479.61
U0020,2023-02,2023,food & dining,premium,paid_search,ma,1,127.4,127.4,127.4
U0020,2023-07,2023,healthcare,premium,paid_search,ma,2,776.86,388.43,476.97
U0020,2023-08,2023,healthcare,premium,paid_search,ma,1,259.35,259.35,259.35
U0020,2024-01,2024,travel,premium,paid_search,ma,1,280.97,280.97,280.97
U0020,2024-04,2024,entertainment,premium,paid_search,ma,2,232.7,116.35,181.9
U0020,2024-06,2024,food & dining,premium,paid_search,ma,1,371.37,371.37,371.37
U0020,2024-06,2024,shopping,premium,paid_search,ma,1,3.28,3.28,3.28
U0020,2024-10,2024,entertainment,premium,paid_search,ma,1,219.6,219.6,219.6
U0020,2024-10,2024,transfer,premium,paid_search,ma,1,820.92,820.92,820.92
U0020,2024-12,2024,food & dining,premium,paid_search,ma,1,389.21,389.21,389.21
U0021,2023-03,2023,shopping,premium,influencer,fl,1,375.98,375.98,375.98
U0021,2023-05,2023,food & dining,premium,influencer,fl,1,216.94,216.94,216.94
U0021,2023-07,2023,utilities,premium,influencer,fl,1,433.51,433.51,433.51
U0021,2023-08,2023,transfer,premium,influencer,fl,1,1664.12,1664.12,1664.12
U0021,2024-04,2024,shopping,premium,influencer,fl,1,479.97,479.97,479.97
U0021,2024-08,2024,entertainment,premium,influencer,fl,1,402.06,402.06,402.06
U0022,2023-01,2023,travel,premium,paid_search,ma,1,181.64,181.64,181.64
U0022,2023-02,2023,entertainment,premium,paid_search,ma,1,138.88,138.88,138.88
U0022,2023-04,2023,food & dining,premium,paid_search,ma,1,146.75,146.75,146.75
U0022,2023-05,2023,entertainment,premium,paid_search,ma,1,304.39,304.39,304.39
U0022,2023-06,2023,shopping,premium,paid_search,ma,1,16.75,16.75,16.75
U0022,2023-06,2023,utilities,premium,paid_search,ma,1,435.13,435.13,435.13
U0022,2023-12,2023,utilities,premium,paid_search,ma,1,340.67,340.67,340.67
U0022,2024-02,2024,shopping,premium,paid_search,ma,1,118.96,118.96,118.96
U0022,2024-03,2024,utilities,premium,paid_search,ma,1,116.6,116.6,116.6
U0022,2024-04,2024,shopping,premium,paid_search,ma,1,222.93,222.93,222.93
U0022,2024-05,2024,food & dining,premium,paid_search,ma,1,325.01,325.01,325.01
U0022,2024-05,2024,travel,premium,paid_search,ma,1,286.69,286.69,286.69
U0022,2024-07,2024,food & dining,premium,paid_search,ma,1,188.67,188.67,188.67
U0022,2024-07,2024,healthcare,premium,paid_search,ma,1,61.81,61.81,61.81
U0022,2024-11,2024,shopping,premium,paid_search,ma,1,403.18,403.18,403.18
U0023,2023-01,2023,transfer,savings,organic,ga,1,544.97,544.97,544.97
U0023,2023-02,2023,healthcare,savings,organic,ga,1,392.41,392.41,392.41
U0023,2023-02,2023,utilities,savings,organic,ga,1,126.28,126.28,126.28
U0023,2023-06,2023,healthcare,savings,organic,ga,1,177.85,177.85,177.85
U0023,2023-08,2023,transfer,savings,organic,ga,1,1076.83,1076.83,1076.83
